CPU001,CPU 1 ubuntu2004,User%,Sys%,Wait%,Idle%,Steal%
CPU004,T0412,11.0,88.0,0.0,1.0,0.0
CPU004,T0413,14.0,86.0,0.0,0.0,0.0
CPU004,T0414,10.9,88.1,0.0,1.0,0.0
CPU004,T0415,12.0,88.0,0.0,0.0,0.0
CPU004,T0416,21.0,79.0,0.0,0.0,0.0
CPU004,T0417,19.0,81.0,0.0,0.0,0.0
CPU004,T0418,21.8,78.2,0.0,0.0,0.0
CPU004,T0419,14.0,86.0,0.0,0.0,0.0
CPU004,T0420,7.1,90.9,0.0,2.0,0.0
CPU004,T0421,2.0,98.0,0.0,0.0,0.0
CPU004,T0422,5.0,93.1,0.0,2.0,0.0
CPU004,T0423,2.0,97.0,0.0,1.0,0.0
CPU004,T0424,5.9,93.1,0.0,1.0,0.0
CPU004,T0425,15.2,84.8,0.0,0.0,0.0
CPU004,T0426,11.0,89.0,0.0,0.0,0.0
CPU004,T0427,6.9,93.1,0.0,0.0,0.0
CPU004,T0428,5.9,93.1,0.0,1.0,0.0
CPU004,T0429,8.9,90.1,0.0,1.0,0.0
CPU004,T0430,4.0,95.0,0.0,1.0,0.0
CPU004,T0431,4.0,94.9,0.0,1.0,0.0
CPU004,T0432,3.0,96.0,0.0,1.0,0.0
CPU004,T0433,7.0,92.0,0.0,1.0,0.0
CPU004,T0434,5.4,94.6,0.0,0.0,0.0
CPU004,T0435,15.8,84.2,0.0,0.0,0.0
CPU004,T0436,5.0,93.1,0.0,2.0,0.0
CPU004,T0437,5.0,94.0,0.0,1.0,0.0
CPU004,T0438,5.0,94.0,0.0,1.0,0.0
CPU004,T0439,4.0,96.0,0.0,0.0,0.0
CPU004,T0440,4.9,94.1,0.0,1.0,0.0
CPU004,T0441,4.0,95.0,0.0,1.0,0.0
CPU004,T0442,4.9,93.2,0.0,1.9,0.0
CPU004,T0443,7.1,92.9,0.0,0.0,0.0
CPU004,T0444,11.0,89.0,0.0,0.0,0.0
CPU004,T0445,7.9,92.1,0.0,0.0,0.0
CPU004,T0446,3.1,94.9,0.0,2.0,0.0
CPU004,T0447,5.8,92.2,0.0,1.9,0.0
CPU004,T0448,4.0,94.0,0.0,2.0,0.0
CPU004,T0449,3.0,97.0,0.0,0.0,0.0
CPU004,T0450,3.0,96.0,0.0,1.0,0.0
CPU004,T0451,5.1,93.9,0.0,1.0,0.0
CPU004,T0452,4.0,96.0,0.0,0.0,0.0
CPU004,T0453,7.0,92.0,0.0,1.0,0.0
CPU004,T0454,2.0,97.0,0.0,1.0,0.0
CPU004,T0455,4.0,94.1,0.0,2.0,0.0
CPU004,T0456,3.0,96.0,0.0,1.0,0.0
CPU004,T0457,3.0,96.0,0.0,1.0,0.0
CPU004,T0458,3.0,96.0,0.0,1.0,0.0
CPU004,T0459,2.0,97.0,0.0,1.0,0.0
CPU004,T0460,5.0,94.0,0.0,1.0,0.0
CPU004,T0461,5.0,95.0,0.0,0.0,0.0
CPU004,T0462,4.9,94.1,0.0,1.0,0.0
CPU004,T0463,5.0,95.0,0.0,0.0,0.0
CPU004,T0464,3.0,95.0,0.0,2.0,0.0
CPU004,T0465,5.0,93.0,0.0,2.0,0.0
CPU004,T0466,5.1,93.9,0.0,1.0,0.0
CPU004,T0467,3.0,94.9,0.0,2.0,0.0
CPU004,T0468,4.0,94.1,0.0,2.0,0.0
CPU004,T0469,5.0,94.1,0.0,1.0,0.0
CPU004,T0470,9.1,90.9,0.0,0.0,0.0
CPU004,T0471,6.0,94.0,0.0,0.0,0.0
CPU004,T0472,5.0,95.0,0.0,0.0,0.0
CPU004,T0473,3.0,94.9,0.0,2.0,0.0
CPU004,T0474,2.9,95.1,0.0,2.0,0.0
CPU004,T0475,3.1,95.9,0.0,1.0,0.0
CPU004,T0476,3.0,95.0,0.0,2.0,0.0
CPU004,T0477,3.0,96.0,0.0,1.0,0.0
CPU004,T0478,2.0,97.0,0.0,1.0,0.0
CPU004,T0479,5.9,93.1,0.0,1.0,0.0
CPU004,T0480,5.0,95.0,0.0,0.0,0.0
CPU004,T0481,5.0,95.0,0.0,0.0,0.0
CPU004,T0482,2.0,98.0,0.0,0.0,0.0
CPU004,T0483,4.0,96.0,0.0,0.0,0.0
CPU004,T0484,5.0,94.0,0.0,1.0,0.0
CPU004,T0485,3.0,96.0,0.0,1.0,0.0
CPU004,T0486,2.0,96.0,0.0,2.0,0.0
CPU004,T0487,5.9,93.1,0.0,1.0,0.0
CPU004,T0488,4.0,95.0,0.0,1.0,0.0
CPU004,T0489,5.9,94.1,0.0,0.0,0.0
CPU004,T0490,4.0,95.0,0.0,1.0,0.0
CPU004,T0491,7.0,93.0,0.0,0.0,0.0
CPU004,T0492,4.0,95.0,0.0,1.0,0.0
CPU004,T0493,4.0,94.9,0.0,1.0,0.0
CPU004,T0494,6.0,94.0,0.0,0.0,0.0
CPU004,T0495,3.0,95.0,0.0,2.0,0.0
CPU004,T0496,7.0,91.0,0.0,2.0,0.0
CPU004,T0497,3.0,96.0,0.0,1.0,0.0
CPU004,T0498,8.0,92.0,0.0,0.0,0.0
CPU004,T0499,6.9,92.1,0.0,1.0,0.0
CPU004,T0500,9.0,90.0,0.0,1.0,0.0
CPU004,T0501,4.0,96.0,0.0,0.0,0.0
CPU004,T0502,5.1,93.9,0.0,1.0,0.0
CPU004,T0503,5.0,94.0,0.0,1.0,0.0
CPU004,T0504,4.0,95.0,0.0,1.0,0.0
CPU004,T0505,4.0,94.9,0.0,1.0,0.0
CPU004,T0506,3.9,95.1,0.0,1.0,0.0
CPU004,T0507,14.9,85.1,0.0,0.0,0.0
CPU004,T0508,5.1,94.9,0.0,0.0,0.0
CPU004,T0509,3.0,94.9,1.0,1.0,0.0
CPU004,T0510,6.0,93.0,0.0,1.0,0.0
CPU004,T0511,5.0,95.0,0.0,0.0,0.0
CPU004,T0512,5.0,93.1,0.0,2.0,0.0
CPU004,T0513,3.1,95.9,0.0,1.0,0.0
CPU004,T0514,5.0,93.1,0.0,2.0,0.0
CPU004,T0515,8.1,90.9,0.0,1.0,0.0
CPU004,T0516,17.6,82.4,0.0,0.0,0.0
CPU004,T0517,19.2,80.8,0.0,0.0,0.0
CPU004,T0518,6.9,92.1,0.0,1.0,0.0
CPU004,T0519,4.0,96.0,0.0,0.0,0.0
CPU004,T0520,6.9,91.2,0.0,2.0,0.0
CPU004,T0521,6.0,93.0,0.0,1.0,0.0
CPU004,T0522,6.0,94.0,0.0,0.0,0.0
CPU004,T0523,2.0,96.0,0.0,2.0,0.0
CPU004,T0524,4.0,95.0,0.0,1.0,0.0
CPU004,T0525,12.9,87.1,0.0,0.0,0.0
CPU004,T0526,5.1,94.9,0.0,0.0,0.0
CPU004,T0527,4.0,93.9,0.0,2.0,0.0
CPU004,T0528,3.9,94.1,0.0,2.0,0.0
CPU004,T0529,6.1,92.9,0.0,1.0,0.0
CPU004,T0530,5.0,94.1,0.0,1.0,0.0
CPU004,T0531,5.0,94.1,0.0,1.0,0.0
CPU004,T0532,3.0,96.0,0.0,1.0,0.0
CPU004,T0533,3.0,96.0,0.0,1.0,0.0
CPU004,T0534,10.0,90.0,0.0,0.0,0.0
CPU004,T0535,4.0,96.0,0.0,0.0,0.0
CPU004,T0536,5.0,93.1,0.0,2.0,0.0
CPU004,T0537,3.1,95.9,0.0,1.0,0.0
CPU004,T0538,3.9,93.2,0.0,2.9,0.0
CPU004,T0539,5.8,92.3,0.0,1.9,0.0
CPU004,T0540,3.9,95.1,0.0,1.0,0.0
CPU004,T0541,2.1,96.9,0.0,1.0,0.0
CPU004,T0542,6.9,93.1,0.0,0.0,0.0
CPU004,T0543,14.9,85.1,0.0,0.0,0.0
CPU004,T0544,10.0,90.0,0.0,0.0,0.0
CPU004,T0545,7.8,91.2,0.0,1.0,0.0
CPU004,T0546,4.0,94.1,0.0,2.0,0.0
CPU004,T0547,2.0,95.9,0.0,2.0,0.0
CPU004,T0548,4.0,94.1,0.0,2.0,0.0
CPU004,T0549,4.0,94.9,0.0,1.0,0.0
CPU004,T0550,3.0,96.0,0.0,1.0,0.0
CPU004,T0551,4.0,95.0,0.0,1.0,0.0
CPU004,T0552,8.0,92.0,0.0,0.0,0.0
CPU004,T0553,13.0,87.0,0.0,0.0,0.0
CPU004,T0554,7.0,93.0,0.0,0.0,0.0
CPU004,T0555,3.9,95.1,0.0,1.0,0.0
CPU004,T0556,2.0,97.0,0.0,1.0,0.0
CPU004,T0557,5.0,94.0,0.0,1.0,0.0
CPU004,T0558,4.0,95.0,0.0,1.0,0.0
CPU004,T0559,4.0,95.0,0.0,1.0,0.0
CPU004,T0560,4.0,95.0,0.0,1.0,0.0
CPU004,T0561,5.0,93.1,0.0,2.0,0.0
CPU004,T0562,14.0,86.0,0.0,0.0,0.0
CPU004,T0563,9.0,91.0,0.0,0.0,0.0
CPU004,T0564,6.9,92.1,0.0,1.0,0.0
CPU004,T0565,5.0,95.0,0.0,0.0,0.0
CPU004,T0566,3.0,95.0,0.0,2.0,0.0
CPU004,T0567,5.0,94.0,0.0,1.0,0.0
CPU004,T0568,4.0,95.0,0.0,1.0,0.0
CPU004,T0569,3.0,95.0,0.0,2.0,0.0
CPU004,T0570,3.0,97.0,0.0,0.0,0.0
CPU004,T0571,7.0,92.0,0.0,1.0,0.0
CPU004,T0572,10.9,89.1,0.0,0.0,0.0
CPU004,T0573,4.0,94.0,0.0,2.0,0.0
CPU004,T0574,7.9,91.1,0.0,1.0,0.0
CPU004,T0575,8.1,91.9,0.0,0.0,0.0
CPU004,T0576,4.9,93.1,0.0,2.0,0.0
CPU004,T0577,3.0,96.0,0.0,1.0,0.0
CPU004,T0578,3.0,96.0,0.0,1.0,0.0
CPU004,T0579,4.0,94.1,0.0,2.0,0.0
CPU004,T0580,5.9,94.1,0.0,0.0,0.0
CPU004,T0581,18.0,82.0,0.0,0.0,0.0
CPU004,T0582,13.0,87.0,0.0,0.0,0.0
CPU004,T0583,6.1,91.9,0.0,2.0,0.0
CPU004,T0584,2.9,96.1,0.0,1.0,0.0
CPU004,T0585,3.0,97.0,0.0,0.0,0.0
CPU004,T0586,3.0,96.0,0.0,1.0,0.0
CPU004,T0587,5.0,92.0,0.0,3.0,0.0
CPU004,T0588,4.0,94.9,0.0,1.0,0.0
CPU004,T0589,7.9,92.1,0.0,0.0,0.0
CPU004,T0590,4.0,96.0,0.0,0.0,0.0
CPU004,T0591,8.0,91.0,0.0,1.0,0.0
CPU004,T0592,6.1,91.9,0.0,2.0,0.0
CPU004,T0593,5.0,93.1,0.0,2.0,0.0
CPU004,T0594,4.0,95.0,0.0,1.0,0.0
CPU004,T0595,4.0,95.0,0.0,1.0,0.0
CPU004,T0596,3.0,97.0,0.0,0.0,0.0
CPU004,T0597,5.0,94.0,0.0,1.0,0.0
CPU004,T0598,4.0,95.0,0.0,1.0,0.0
CPU004,T0599,15.8,84.2,0.0,0.0,0.0
CPU004,T0600,12.0,88.0,0.0,0.0,0.0
CPU_ALL,CPU Total ubuntu2004,User%,Sys%,Wait%,Idle%,Steal%,Busy,CPUs
CPU_ALL,T0001,16.9,11.2,0.0,72.0,0.0,,4
CPU_ALL,T0002,2.7,4.2,0.0,93.0,0.0,,4
CPU_ALL,T0003,0.8,4.8,0.0,94.5,0.0,,4
CPU_ALL,T0004,3.7,28.2,0.0,68.1,0.0,,4
CPU_ALL,T0005,15.2,67.8,0.0,17.0,0.0,,4
CPU_ALL,T0006,5.4,84.9,0.3,9.5,0.0,,4
CPU_ALL,T0007,4.8,85.5,0.0,9.6,0.0,,4
CPU_ALL,T0008,4.8,85.0,0.0,10.2,0.0,,4
CPU_ALL,T0009,4.0,92.8,0.0,3.2,0.0,,4
CPU_ALL,T0010,8.3,91.5,0.0,0.3,0.0,,4
CPU_ALL,T0011,16.1,83.6,0.0,0.2,0.0,,4
CPU_ALL,T0012,6.2,90.3,0.0,3.5,0.0,,4
CPU_ALL,T0013,3.5,93.5,0.0,3.0,0.0,,4
CPU_ALL,T0014,3.4,93.6,0.0,2.9,0.0,,4
CPU_ALL,T0015,7.8,87.9,0.0,4.3,0.0,,4
CPU_ALL,T0016,4.0,91.5,0.0,4.5,0.0,,4
CPU_ALL,T0017,4.5,90.1,0.0,5.5,0.0,,4
CPU_ALL,T0018,3.3,93.7,0.0,3.0,0.0,,4
CPU_ALL,T0019,3.5,94.7,0.0,1.8,0.0,,4
CPU_ALL,T0020,14.9,84.8,0.0,0.2,0.0,,4
CPU_ALL,T0021,13.2,86.1,0.0,0.7,0.0,,4
CPU_ALL,T0022,3.5,91.9,0.0,4.5,0.0,,4
CPU_ALL,T0023,4.2,92.0,0.0,3.8,0.0,,4
CPU_ALL,T0024,3.0,92.9,0.0,4.0,0.0,,4
CPU_ALL,T0025,11.7,86.8,0.0,1.5,0.0,,4
CPU_ALL,T0026,8.3,88.9,0.3,2.5,0.0,,4
CPU_ALL,T0027,2.8,91.9,0.0,5.3,0.0,,4
CPU_ALL,T0028,6.0,90.7,0.0,3.3,0.0,,4
CPU_ALL,T0029,16.9,82.8,0.0,0.2,0.0,,4
CPU_ALL,T0030,12.0,87.5,0.0,0.5,0.0,,4
CPU_ALL,T0031,3.8,93.5,0.3,2.5,0.0,,4
CPU_ALL,T0032,3.0,92.2,0.8,4.0,0.0,,4
CPU_ALL,T0033,3.5,92.5,0.0,4.0,0.0,,4
CPU_ALL,T0034,3.2,91.8,0.0,5.0,0.0,,4
CPU_ALL,T0035,8.8,89.2,0.0,2.0,0.0,,4
CPU_ALL,T0036,8.4,88.4,0.0,3.3,0.0,,4
CPU_ALL,T0037,5.2,92.8,0.0,2.0,0.0,,4
CPU_ALL,T0038,15.0,85.0,0.0,0.0,0.0,,4
CPU_ALL,T0039,15.0,84.8,0.0,0.2,0.0,,4
CPU_ALL,T0040,6.5,89.7,0.3,3.5,0.0,,4
CPU_ALL,T0041,4.0,92.8,0.0,3.2,0.0,,4
CPU_ALL,T0042,3.8,92.7,0.0,3.5,0.0,,4
CPU_ALL,T0043,3.3,92.7,0.0,4.0,0.0,,4
CPU_ALL,T0044,3.8,91.4,0.0,4.8,0.0,,4
CPU_ALL,T0045,4.3,91.7,0.0,4.0,0.0,,4
CPU_ALL,T0046,8.3,89.4,0.0,2.3,0.0,,4
CPU_ALL,T0047,14.4,85.1,0.0,0.5,0.0,,4
CPU_ALL,T0048,15.6,84.4,0.0,0.0,0.0,,4
CPU_ALL,T0049,5.3,92.5,0.0,2.3,0.0,,4
CPU_ALL,T0050,4.2,91.2,0.0,4.5,0.0,,4
CPU_ALL,T0051,4.5,91.1,0.0,4.5,0.0,,4
CPU_ALL,T0052,4.5,91.2,0.0,4.3,0.0,,4
CPU_ALL,T0053,3.0,91.4,0.0,5.5,0.0,,4
CPU_ALL,T0054,4.5,93.2,0.0,2.3,0.0,,4
CPU_ALL,T0055,5.7,93.3,0.0,1.0,0.0,,4
CPU_ALL,T0056,12.5,86.8,0.0,0.7,0.0,,4
CPU_ALL,T0057,14.5,85.5,0.0,0.0,0.0,,4
CPU_ALL,T0058,14.1,85.9,0.0,0.0,0.0,,4
CPU_ALL,T0059,4.5,93.5,0.0,2.0,0.0,,4
CPU_ALL,T0060,4.0,91.5,0.0,4.5,0.0,,4
CPU_ALL,T0061,3.8,94.5,0.0,1.8,0.0,,4
CPU_ALL,T0062,3.2,91.8,0.0,5.0,0.0,,4
CPU_ALL,T0063,4.5,91.9,0.0,3.5,0.0,,4
CPU_ALL,T0064,3.8,92.4,0.0,3.8,0.0,,4
CPU_ALL,T0065,10.3,87.9,0.0,1.8,0.0,,4
CPU_ALL,T0066,15.7,84.3,0.0,0.0,0.0,,4
CPU_ALL,T0067,11.9,88.1,0.0,0.0,0.0,,4
CPU_ALL,T0068,11.0,87.8,0.0,1.2,0.0,,4
CPU_ALL,T0069,3.8,91.6,0.0,4.6,0.0,,4
CPU_ALL,T0070,3.5,92.7,0.0,3.8,0.0,,4
CPU_ALL,T0071,4.3,91.0,0.0,4.8,0.0,,4
CPU_ALL,T0072,2.5,91.9,0.0,5.6,0.0,,4
CPU_ALL,T0073,3.8,93.5,0.0,2.8,0.0,,4
CPU_ALL,T0074,7.0,90.0,0.0,3.0,0.0,,4
CPU_ALL,T0075,15.7,84.3,0.0,0.0,0.0,,4
CPU_ALL,T0076,11.3,87.5,0.0,1.3,0.0,,4
CPU_ALL,T0077,14.7,85.0,0.0,0.2,0.0,,4
CPU_ALL,T0078,4.8,90.4,0.8,4.0,0.0,,4
CPU_ALL,T0079,3.5,94.5,0.0,2.0,0.0,,4
CPU_ALL,T0080,3.8,92.2,0.0,4.0,0.0,,4
CPU_ALL,T0081,4.5,90.7,0.0,4.8,0.0,,4
CPU_ALL,T0082,2.8,94.0,0.0,3.3,0.0,,4
CPU_ALL,T0083,6.3,91.7,0.0,2.0,0.0,,4
CPU_ALL,T0084,18.1,81.6,0.0,0.2,0.0,,4
CPU_ALL,T0085,9.0,90.5,0.0,0.5,0.0,,4
CPU_ALL,T0086,3.0,91.2,0.0,5.8,0.0,,4
CPU_ALL,T0087,16.2,83.6,0.0,0.2,0.0,,4
CPU_ALL,T0088,5.3,91.2,0.0,3.5,0.0,,4
CPU_ALL,T0089,3.3,91.2,0.0,5.5,0.0,,4
CPU_ALL,T0090,4.0,90.8,0.0,5.2,0.0,,4
CPU_ALL,T0091,3.0,93.5,0.0,3.5,0.0,,4
CPU_ALL,T0092,8.2,89.3,0.0,2.5,0.0,,4
CPU_ALL,T0093,20.3,79.7,0.0,0.0,0.0,,4
CPU_ALL,T0094,8.3,89.7,0.5,1.5,0.0,,4
CPU_ALL,T0095,3.5,93.8,1.2,1.5,0.0,,4
CPU_ALL,T0096,2.5,94.0,0.0,3.5,0.0,,4
CPU_ALL,T0097,9.9,88.6,0.0,1.5,0.0,,4
CPU_ALL,T0098,3.6,92.6,0.0,3.8,0.0,,4
CPU_ALL,T0099,4.5,91.7,0.0,3.8,0.0,,4
CPU_ALL,T0100,4.5,90.5,0.0,5.0,0.0,,4
CPU_ALL,T0101,8.1,90.4,0.0,1.5,0.0,,4
CPU_ALL,T0102,17.4,82.6,0.0,0.0,0.0,,4
CPU_ALL,T0103,8.1,90.2,0.0,1.8,0.0,,4
CPU_ALL,T0104,3.5,92.0,0.0,4.5,0.0,,4
CPU_ALL,T0105,3.0,91.9,0.0,5.1,0.0,,4
CPU_ALL,T0106,6.0,92.5,0.0,1.5,0.0,,4
CPU_ALL,T0107,15.9,83.1,0.0,1.0,0.0,,4
CPU_ALL,T0108,10.3,88.7,0.0,1.0,0.0,,4
CPU_ALL,T0109,15.9,83.8,0.0,0.2,0.0,,4
CPU_ALL,T0110,10.5,89.5,0.0,0.0,0.0,,4
CPU_ALL,T0111,15.2,84.5,0.0,0.2,0.0,,4
CPU_ALL,T0112,13.6,86.4,0.0,0.0,0.0,,4
CPU_ALL,T0113,15.5,84.2,0.0,0.2,0.0,,4
CPU_ALL,T0114,10.7,89.3,0.0,0.0,0.0,,4
CPU_ALL,T0115,10.3,88.7,0.0,1.0,0.0,,4
CPU_ALL,T0116,4.7,93.0,0.0,2.2,0.0,,4
CPU_ALL,T0117,6.2,90.8,0.2,2.7,0.0,,4
CPU_ALL,T0118,3.0,93.0,0.0,4.0,0.0,,4
CPU_ALL,T0119,3.2,93.0,0.0,3.7,0.0,,4
CPU_ALL,T0120,10.9,87.1,0.0,2.0,0.0,,4
CPU_ALL,T0121,15.2,84.8,0.0,0.0,0.0,,4
CPU_ALL,T0122,13.0,86.0,0.0,1.0,0.0,,4
CPU_ALL,T0123,5.5,92.2,0.0,2.3,0.0,,4
CPU_ALL,T0124,11.2,88.2,0.0,0.5,0.0,,4
CPU_ALL,T0125,2.8,92.9,0.0,4.3,0.0,,4
CPU_ALL,T0126,3.3,91.7,0.0,5.0,0.0,,4
CPU_ALL,T0127,4.2,93.2,0.0,2.5,0.0,,4
CPU_ALL,T0128,13.0,86.2,0.0,0.8,0.0,,4
CPU_ALL,T0129,17.7,82.3,0.0,0.0,0.0,,4
CPU_ALL,T0130,18.2,81.8,0.0,0.0,0.0,,4
CPU_ALL,T0131,13.5,86.0,0.0,0.5,0.0,,4
CPU_ALL,T0132,4.8,91.0,0.0,4.3,0.0,,4
CPU_ALL,T0133,3.5,92.8,0.0,3.7,0.0,,4
CPU_ALL,T0134,4.5,91.3,0.0,4.2,0.0,,4
CPU_ALL,T0135,3.5,92.9,0.0,3.5,0.0,,4
CPU_ALL,T0136,3.7,92.0,0.0,4.2,0.0,,4
CPU_ALL,T0137,4.3,91.5,0.0,4.3,0.0,,4
CPU_ALL,T0138,16.2,83.8,0.0,0.0,0.0,,4
CPU_ALL,T0139,14.2,85.8,0.0,0.0,0.0,,4
CPU_ALL,T0140,16.2,83.2,0.0,0.5,0.0,,4
CPU_ALL,T0141,4.3,92.6,0.0,3.1,0.0,,4
CPU_ALL,T0142,3.5,91.0,0.0,5.5,0.0,,4
CPU_ALL,T0143,4.0,92.9,0.0,3.0,0.0,,4
CPU_ALL,T0144,4.5,93.3,0.0,2.2,0.0,,4
CPU_ALL,T0145,3.3,93.5,0.0,3.3,0.0,,4
CPU_ALL,T0146,3.0,93.0,0.0,4.0,0.0,,4
CPU_ALL,T0147,5.0,92.0,2.0,1.0,0.0,,4
CPU_ALL,T0148,13.9,86.1,0.0,0.0,0.0,,4
CPU_ALL,T0149,18.7,81.3,0.0,0.0,0.0,,4
CPU_ALL,T0150,6.0,89.8,0.0,4.2,0.0,,4
CPU_ALL,T0151,3.7,92.8,0.0,3.5,0.0,,4
CPU_ALL,T0152,2.6,92.1,0.0,5.4,0.0,,4
CPU_ALL,T0153,4.6,91.6,0.0,3.8,0.0,,4
CPU_ALL,T0154,3.5,92.7,0.0,3.8,0.0,,4
CPU_ALL,T0155,4.5,91.2,0.0,4.3,0.0,,4
CPU_ALL,T0156,3.0,92.0,0.0,5.0,0.0,,4
CPU_ALL,T0157,5.2,92.5,0.0,2.2,0.0,,4
CPU_ALL,T0158,17.2,82.8,0.0,0.0,0.0,,4
CPU_ALL,T0159,18.8,81.2,0.0,0.0,0.0,,4
CPU_ALL,T0160,6.7,91.3,0.0,2.0,0.0,,4
CPU_ALL,T0161,3.8,92.4,0.0,3.8,0.0,,4
CPU_ALL,T0162,4.3,89.9,0.0,5.8,0.0,,4
CPU_ALL,T0163,4.5,92.9,0.0,2.5,0.0,,4
CPU_ALL,T0164,3.5,92.1,0.0,4.5,0.0,,4
CPU_ALL,T0165,4.0,91.7,0.0,4.3,0.0,,4
CPU_ALL,T0166,4.5,92.2,0.0,3.3,0.0,,4
CPU_ALL,T0167,11.7,87.8,0.0,0.5,0.0,,4
CPU_ALL,T0168,15.2,84.3,0.5,0.0,0.0,,4
CPU_ALL,T0169,8.0,90.3,0.0,1.7,0.0,,4
CPU_ALL,T0170,5.5,91.0,0.0,3.5,0.0,,4
CPU_ALL,T0171,4.3,91.4,0.0,4.3,0.0,,4
CPU_ALL,T0172,3.3,93.0,0.0,3.8,0.0,,4
CPU_ALL,T0173,4.3,90.9,0.0,4.8,0.0,,4
CPU_ALL,T0174,3.8,91.2,0.0,5.0,0.0,,4
CPU_ALL,T0175,4.7,91.5,0.0,3.7,0.0,,4
CPU_ALL,T0176,13.2,86.5,0.0,0.2,0.0,,4
CPU_ALL,T0177,15.0,85.0,0.0,0.0,0.0,,4
CPU_ALL,T0178,10.0,88.8,0.0,1.2,0.0,,4
CPU_ALL,T0179,4.3,91.5,0.0,4.3,0.0,,4
CPU_ALL,T0180,5.3,93.2,0.0,1.5,0.0,,4
CPU_ALL,T0181,4.0,94.2,0.0,1.8,0.0,,4
CPU_ALL,T0182,2.8,92.2,0.0,5.1,0.0,,4
CPU_ALL,T0183,4.3,90.5,0.0,5.3,0.0,,4
CPU_ALL,T0184,4.3,92.0,0.0,3.8,0.0,,4
CPU_ALL,T0185,15.2,84.5,0.0,0.2,0.0,,4
CPU_ALL,T0186,15.4,84.4,0.0,0.2,0.0,,4
CPU_ALL,T0187,5.0,92.0,0.0,3.0,0.0,,4
CPU_ALL,T0188,3.5,93.0,0.0,3.5,0.0,,4
CPU_ALL,T0189,3.7,90.8,0.0,5.5,0.0,,4
CPU_ALL,T0190,5.5,90.9,0.0,3.5,0.0,,4
CPU_ALL,T0191,3.5,92.5,0.0,4.0,0.0,,4
CPU_ALL,T0192,2.8,92.4,0.0,4.8,0.0,,4
CPU_ALL,T0193,4.8,93.2,0.0,2.0,0.0,,4
CPU_ALL,T0194,19.5,80.2,0.0,0.2,0.0,,4
CPU_ALL,T0195,10.0,88.3,0.0,1.7,0.0,,4
CPU_ALL,T0196,4.8,91.0,0.0,4.3,0.0,,4
CPU_ALL,T0197,4.0,91.5,0.0,4.5,0.0,,4
CPU_ALL,T0198,3.1,91.9,0.0,5.1,0.0,,4
CPU_ALL,T0199,2.8,95.0,1.3,1.0,0.0,,4
CPU_ALL,T0200,7.0,91.0,0.0,2.0,0.0,,4
CPU_ALL,T0201,9.6,87.7,0.0,2.7,0.0,,4
CPU_ALL,T0202,3.5,93.7,0.0,2.8,0.0,,4
CPU_ALL,T0203,15.0,84.8,0.0,0.2,0.0,,4
CPU_ALL,T0204,16.9,82.9,0.0,0.2,0.0,,4
CPU_ALL,T0205,6.9,90.4,0.0,2.8,0.0,,4
CPU_ALL,T0206,3.5,91.8,0.0,4.7,0.0,,4
CPU_ALL,T0207,3.5,91.0,0.0,5.5,0.0,,4
CPU_ALL,T0208,4.8,90.7,0.0,4.5,0.0,,4
CPU_ALL,T0209,3.0,92.7,0.0,4.3,0.0,,4
CPU_ALL,T0210,4.0,92.2,0.0,3.8,0.0,,4
CPU_ALL,T0211,6.3,92.2,0.0,1.5,0.0,,4
CPU_ALL,T0212,9.0,89.7,0.0,1.3,0.0,,4
CPU_ALL,T0213,19.4,80.6,0.0,0.0,0.0,,4
CPU_ALL,T0214,5.1,92.6,0.0,2.3,0.0,,4
CPU_ALL,T0215,4.1,91.6,0.0,4.3,0.0,,4
CPU_ALL,T0216,3.9,91.9,0.0,4.2,0.0,,4
CPU_ALL,T0217,2.5,93.8,0.0,3.7,0.0,,4
CPU_ALL,T0218,3.2,91.3,0.0,5.5,0.0,,4
CPU_ALL,T0219,3.9,92.4,0.0,3.7,0.0,,4
CPU_ALL,T0220,4.0,93.3,0.0,2.7,0.0,,4
CPU_ALL,T0221,16.6,83.4,0.0,0.0,0.0,,4
CPU_ALL,T0222,10.0,90.0,0.0,0.0,0.0,,4
CPU_ALL,T0223,15.5,83.5,0.0,1.0,0.0,,4
CPU_ALL,T0224,5.9,91.4,0.0,2.7,0.0,,4
CPU_ALL,T0225,4.4,92.9,0.0,2.7,0.0,,4
CPU_ALL,T0226,3.2,92.3,0.0,4.5,0.0,,4
CPU_ALL,T0227,4.2,90.8,0.0,5.0,0.0,,4
CPU_ALL,T0228,3.5,92.8,0.0,3.7,0.0,,4
CPU_ALL,T0229,3.4,93.4,0.5,2.7,0.0,,4
CPU_ALL,T0230,5.5,92.5,1.0,1.0,0.0,,4
CPU_ALL,T0231,18.5,81.2,0.0,0.2,0.0,,4
CPU_ALL,T0232,16.5,83.5,0.0,0.0,0.0,,4
CPU_ALL,T0233,4.3,91.0,0.0,4.8,0.0,,4
CPU_ALL,T0234,2.7,94.0,0.0,3.2,0.0,,4
CPU_ALL,T0235,3.7,93.1,0.0,3.2,0.0,,4
CPU_ALL,T0236,4.3,90.4,0.0,5.3,0.0,,4
CPU_ALL,T0237,4.3,91.2,0.0,4.5,0.0,,4
CPU_ALL,T0238,2.8,93.2,0.2,3.8,0.0,,4
CPU_ALL,T0239,4.2,90.6,0.0,5.2,0.0,,4
CPU_ALL,T0240,8.4,91.3,0.0,0.2,0.0,,4
