Linux 5.10.198 (ubuntu2004) 	04/16/2026 	_aarch64_	(4 CPU)

06:33:38 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:38 PM     wlan0      2.00      0.00      0.09      0.00      0.00      0.00      0.00      0.00

06:36:38 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:39 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:39 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:39 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:39 PM      eth0  22617.00      0.00  33174.54      0.00      0.00      0.00      0.00     27.18
06:36:39 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:39 PM      eth2  57343.00   1748.00  78660.07    109.25      0.00      0.00      0.00     64.44
06:36:39 PM      eth3  47038.00    665.00  69178.93     41.56      0.00      0.00      0.00     56.67
06:36:39 PM      eth4  68090.00      0.00 100140.18      0.00      0.00      0.00      0.00     82.03
06:36:39 PM      eth5  47098.00    730.00  68715.25     45.62      0.00      0.00      0.00     56.29
06:36:39 PM     wlan0      2.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00

06:36:39 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:40 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:40 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:40 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:40 PM      eth0  22050.00      0.00  32341.74      0.00      0.00      0.00      0.00     26.49
06:36:40 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:40 PM      eth2  58333.00   1752.00  80018.10    109.50      0.00      0.00      0.00     65.55
06:36:40 PM      eth3  45523.00    674.00  66950.82     42.12      0.00      0.00      0.00     54.85
06:36:40 PM      eth4  68765.00      0.00 101132.90      0.00      0.00      0.00      0.00     82.85
06:36:40 PM      eth5  45589.00    713.00  66513.64     44.56      0.00      0.00      0.00     54.49
06:36:40 PM     wlan0      2.00      0.00      0.07      0.00      0.00      0.00      0.00      0.00

06:36:40 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:41 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:41 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:41 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:41 PM      eth0  22113.00      0.00  32435.28      0.00      0.00      0.00      0.00     26.57
06:36:41 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:41 PM      eth2  59871.00   1801.00  82128.06    112.56      0.00      0.00      0.00     67.28
06:36:41 PM      eth3  46031.00    713.00  67697.94     44.56      0.00      0.00      0.00     55.46
06:36:41 PM      eth4  68518.00      0.00 100769.64      0.00      0.00      0.00      0.00     82.55
06:36:41 PM      eth5  46005.00    713.00  67120.58     44.56      0.00      0.00      0.00     54.99
06:36:41 PM     wlan0      6.00      0.00      1.02      0.00      0.00      0.00      0.00      0.00

06:36:41 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:42 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:42 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:42 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:42 PM      eth0  22428.00      0.00  32895.91      0.00      0.00      0.00      0.00     26.95
06:36:42 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:42 PM      eth2  59289.00   1760.00  81328.38    110.00      0.00      0.00      0.00     66.62
06:36:42 PM      eth3  46902.00    691.00  68978.92     43.19      0.00      0.00      0.00     56.51
06:36:42 PM      eth4  68798.00      0.00 101181.43      0.00      0.00      0.00      0.00     82.89
06:36:42 PM      eth5  46872.00    724.00  68385.52     45.25      0.00      0.00      0.00     56.02
06:36:42 PM     wlan0      5.00      0.00      0.19      0.00      0.00      0.00      0.00      0.00

06:36:42 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:43 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:43 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:43 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:43 PM      eth0  22554.00      0.00  33082.14      0.00      0.00      0.00      0.00     27.10
06:36:43 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:43 PM      eth2  59551.00   1802.00  81689.55    112.62      0.00      0.00      0.00     66.92
06:36:43 PM      eth3  46335.00    681.00  68143.62     42.56      0.00      0.00      0.00     55.82
06:36:43 PM      eth4  68184.00      0.00 100278.42      0.00      0.00      0.00      0.00     82.15
06:36:43 PM      eth5  46273.00    724.00  67511.58     45.25      0.00      0.00      0.00     55.31
06:36:43 PM     wlan0      4.00      0.00      0.16      0.00      0.00      0.00      0.00      0.00

06:36:43 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:44 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:44 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:44 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:44 PM      eth0  22073.27      0.00  32377.00      0.00      0.00      0.00      0.00     26.52
06:36:44 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:44 PM      eth2  57401.98   1713.86  78740.65    107.12      0.00      0.00      0.00     64.50
06:36:44 PM      eth3  46030.69    652.48  67697.48     40.78      0.00      0.00      0.00     55.46
06:36:44 PM      eth4  67436.63      0.00  99179.27      0.00      0.00      0.00      0.00     81.25
06:36:44 PM      eth5  46002.97    718.81  67117.61     44.93      0.00      0.00      0.00     54.98
06:36:44 PM     wlan0      5.94      0.00      0.27      0.00      0.00      0.00      0.00      0.00

06:36:44 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:45 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:45 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:45 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:45 PM      eth0  21680.00      0.00  31800.16      0.00      0.00      0.00      0.00     26.05
06:36:45 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:45 PM      eth2  60485.00   1766.00  82970.54    110.38      0.00      0.00      0.00     67.97
06:36:45 PM      eth3  44416.00    665.00  65322.75     41.56      0.00      0.00      0.00     53.51
06:36:45 PM      eth4  68827.00      1.00 101222.68      0.06      0.00      0.00      0.00     82.92
06:36:45 PM      eth5  44423.00    695.00  64812.46     43.44      0.00      0.00      0.00     53.09
06:36:45 PM     wlan0      2.00      0.00      0.09      0.00      0.00      0.00      0.00      0.00

06:36:45 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:46 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:46 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:46 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:46 PM      eth0  22176.00      0.00  32527.69      0.00      0.00      0.00      0.00     26.65
06:36:46 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:46 PM      eth2  61068.00   1795.00  83769.71    112.19      0.00      0.00      0.00     68.62
06:36:46 PM      eth3  46791.00    692.00  68815.67     43.25      0.00      0.00      0.00     56.37
06:36:46 PM      eth4  68208.00      0.00 100313.72      0.00      0.00      0.00      0.00     82.18
06:36:46 PM      eth5  46863.00    719.00  68372.38     44.94      0.00      0.00      0.00     56.01
06:36:46 PM     wlan0      4.00      0.00      0.85      0.00      0.00      0.00      0.00      0.00

06:36:46 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:47 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:47 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:47 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:47 PM      eth0  22250.00      0.00  32634.82      0.00      0.00      0.00      0.00     26.73
06:36:47 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:47 PM      eth2  58151.00   1761.00  79768.22    110.06      0.00      0.00      0.00     65.35
06:36:47 PM      eth3  46921.00    682.00  69006.86     42.62      0.00      0.00      0.00     56.53
06:36:47 PM      eth4  68505.00      0.00 100750.52      0.00      0.00      0.00      0.00     82.53
06:36:47 PM      eth5  47112.00    691.00  68730.09     43.19      0.00      0.00      0.00     56.30
06:36:47 PM     wlan0      3.00      0.00      0.12      0.00      0.00      0.00      0.00      0.00

06:36:47 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:48 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:48 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:48 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:48 PM      eth0  22606.00      0.00  33158.41      0.00      0.00      0.00      0.00     27.16
06:36:48 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:48 PM      eth2  59616.00   1810.00  81777.27    113.13      0.00      0.00      0.00     66.99
06:36:48 PM      eth3  46369.00    724.00  68195.03     45.25      0.00      0.00      0.00     55.87
06:36:48 PM      eth4  68454.00      0.00 100675.51      0.00      0.00      0.00      0.00     82.47
06:36:48 PM      eth5  46487.00    727.00  67823.81     45.44      0.00      0.00      0.00     55.56
06:36:48 PM     wlan0      3.00      0.00      0.12      0.00      0.00      0.00      0.00      0.00

06:36:48 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:49 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:49 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:49 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:49 PM      eth0  22239.00      0.00  32620.10      0.00      0.00      0.00      0.00     26.72
06:36:49 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:49 PM      eth2  60598.00   1778.00  83125.43    111.12      0.00      0.00      0.00     68.10
06:36:49 PM      eth3  46766.00    634.00  68778.90     39.62      0.00      0.00      0.00     56.34
06:36:49 PM      eth4  68273.00      0.00 100409.31      0.00      0.00      0.00      0.00     82.26
06:36:49 PM      eth5  46683.00    719.00  68109.77     44.94      0.00      0.00      0.00     55.80
06:36:49 PM     wlan0      2.00      0.00      0.09      0.00      0.00      0.00      0.00      0.00

06:36:49 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:50 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:50 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:50 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:50 PM      eth0  22509.00      0.00  33016.13      0.00      0.00      0.00      0.00     27.05
06:36:50 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:50 PM      eth2  59613.00   1779.00  81774.15    111.19      0.00      0.00      0.00     66.99
06:36:50 PM      eth3  46253.00    636.00  68024.43     39.75      0.00      0.00      0.00     55.73
06:36:50 PM      eth4  68678.00      0.00 101004.95      0.00      0.00      0.00      0.00     82.74
06:36:50 PM      eth5  46192.00    722.00  67393.41     45.12      0.00      0.00      0.00     55.21
06:36:50 PM     wlan0      2.00      0.00      0.51      0.00      0.00      0.00      0.00      0.00

06:36:50 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:51 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:51 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:51 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:51 PM      eth0  22402.00      0.00  32857.78      0.00      0.00      0.00      0.00     26.92
06:36:51 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:51 PM      eth2  60301.00   1778.00  82716.27    111.12      0.00      0.00      0.00     67.76
06:36:51 PM      eth3  46248.00    674.00  68017.08     42.12      0.00      0.00      0.00     55.72
06:36:51 PM      eth4  68331.00      0.00 100494.62      0.00      0.00      0.00      0.00     82.33
06:36:51 PM      eth5  46225.00    717.00  67441.55     44.81      0.00      0.00      0.00     55.25
06:36:51 PM     wlan0      2.00      0.00      0.76      0.00      0.00      0.00      0.00      0.00

06:36:51 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:52 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:52 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:52 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:52 PM      eth0  22247.00      0.00  32631.83      0.00      0.00      0.00      0.00     26.73
06:36:52 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:52 PM      eth2  59778.00   1769.00  82000.16    110.56      0.00      0.00      0.00     67.17
06:36:52 PM      eth3  45949.00    631.00  67577.34     39.44      0.00      0.00      0.00     55.36
06:36:52 PM      eth4  68836.00      0.00 101237.32      0.00      0.00      0.00      0.00     82.93
06:36:52 PM      eth5  45852.00    710.00  66897.35     44.38      0.00      0.00      0.00     54.80
06:36:52 PM     wlan0      3.00      0.00      0.13      0.00      0.00      0.00      0.00      0.00

06:36:52 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:53 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:53 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:53 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:53 PM      eth0  22554.00      0.00  33082.14      0.00      0.00      0.00      0.00     27.10
06:36:53 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:53 PM      eth2  60272.00   1758.00  82678.02    109.87      0.00      0.00      0.00     67.73
06:36:53 PM      eth3  47229.00    677.00  69459.84     42.31      0.00      0.00      0.00     56.90
06:36:53 PM      eth4  68459.00      0.00 100682.87      0.00      0.00      0.00      0.00     82.48
06:36:53 PM      eth5  47109.00    732.00  68731.29     45.75      0.00      0.00      0.00     56.30
06:36:53 PM     wlan0      1.00      0.00      0.04      0.00      0.00      0.00      0.00      0.00

06:36:53 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:54 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:54 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:54 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:54 PM      eth0  22995.00      0.00  33728.99      0.00      0.00      0.00      0.00     27.63
06:36:54 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:54 PM      eth2  60713.00   1797.00  83282.63    112.31      0.00      0.00      0.00     68.23
06:36:54 PM      eth3  47598.00    640.00  70002.53     40.00      0.00      0.00      0.00     57.35
06:36:54 PM      eth4  68218.00      0.00 100328.43      0.00      0.00      0.00      0.00     82.19
06:36:54 PM      eth5  47699.00    740.00  69592.10     46.25      0.00      0.00      0.00     57.01
06:36:54 PM     wlan0      5.00      0.00      0.63      0.00      0.00      0.00      0.00      0.00

06:36:54 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:55 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:55 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:55 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:55 PM      eth0  21994.00      0.00  32260.73      0.00      0.00      0.00      0.00     26.43
06:36:55 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:55 PM      eth2  60468.00   1796.00  82946.66    112.25      0.00      0.00      0.00     67.95
06:36:55 PM      eth3  45663.00    678.00  67156.72     42.38      0.00      0.00      0.00     55.01
06:36:55 PM      eth4  68785.00      0.00 101162.31      0.00      0.00      0.00      0.00     82.87
06:36:55 PM      eth5  45665.00    713.00  66624.52     44.56      0.00      0.00      0.00     54.58
06:36:55 PM     wlan0      8.00      0.00      0.34      0.00      0.00      0.00      0.00      0.00

06:36:55 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:56 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:56 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:56 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:56 PM      eth0  22232.00      0.00  32607.29      0.00      0.00      0.00      0.00     26.71
06:36:56 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:56 PM      eth2  60890.00   1779.00  83525.76    111.19      0.00      0.00      0.00     68.42
06:36:56 PM      eth3  46385.00    679.00  68218.56     42.44      0.00      0.00      0.00     55.88
06:36:56 PM      eth4  68121.00      0.00 100185.77      0.00      0.00      0.00      0.00     82.07
06:36:56 PM      eth5  46347.00    719.00  67619.55     44.94      0.00      0.00      0.00     55.39
06:36:56 PM     wlan0      3.00      0.00      0.81      0.00      0.00      0.00      0.00      0.00

06:36:56 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:57 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:57 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:57 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:57 PM      eth0  22113.00      0.00  32435.28      0.00      0.00      0.00      0.00     26.57
06:36:57 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:57 PM      eth2  60508.00   1739.00  83001.98    108.69      0.00      0.00      0.00     68.00
06:36:57 PM      eth3  45924.00    669.00  67540.57     41.81      0.00      0.00      0.00     55.33
06:36:57 PM      eth4  68925.00      0.00 101368.21      0.00      0.00      0.00      0.00     83.04
06:36:57 PM      eth5  45919.00    716.00  66995.10     44.75      0.00      0.00      0.00     54.88
06:36:57 PM     wlan0      2.00      1.00      0.09      0.09      0.00      0.00      0.00      0.00

06:36:57 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:58 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:58 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:58 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:58 PM      eth0  22176.00      0.00  32527.69      0.00      0.00      0.00      0.00     26.65
06:36:58 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:58 PM      eth2  60670.00   1765.00  83222.87    110.31      0.00      0.00      0.00     68.18
06:36:58 PM      eth3  45740.00    651.00  67269.96     40.69      0.00      0.00      0.00     55.11
06:36:58 PM      eth4  67959.00      0.00  99947.51      0.00      0.00      0.00      0.00     81.88
06:36:58 PM      eth5  45837.00    716.00  66875.47     44.75      0.00      0.00      0.00     54.78
06:36:58 PM     wlan0      4.00      0.00      0.21      0.00      0.00      0.00      0.00      0.00

06:36:58 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:36:59 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:59 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:59 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:59 PM      eth0  21924.00      0.00  32158.05      0.00      0.00      0.00      0.00     26.34
06:36:59 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:59 PM      eth2  60758.00   1797.00  83344.03    112.31      0.00      0.00      0.00     68.28
06:36:59 PM      eth3  45920.00    671.00  67534.69     41.94      0.00      0.00      0.00     55.32
06:36:59 PM      eth4  68349.00      0.00 100521.09      0.00      0.00      0.00      0.00     82.35
06:36:59 PM      eth5  46017.00    699.00  67138.08     43.69      0.00      0.00      0.00     55.00
06:36:59 PM     wlan0      3.00      0.00      0.13      0.00      0.00      0.00      0.00      0.00

06:36:59 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:37:00 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:00 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:00 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:00 PM      eth0  22530.00      0.00  33046.93      0.00      0.00      0.00      0.00     27.07
06:37:00 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:00 PM      eth2  62023.00   1762.00  85079.17    110.12      0.00      0.00      0.00     69.70
06:37:00 PM      eth3  46643.00    683.00  68598.01     42.69      0.00      0.00      0.00     56.20
06:37:00 PM      eth4  68469.00      0.00 100697.57      0.00      0.00      0.00      0.00     82.49
06:37:00 PM      eth5  46717.00    724.00  68159.37     45.25      0.00      0.00      0.00     55.84
06:37:00 PM     wlan0      3.00      0.00      0.13      0.00      0.00      0.00      0.00      0.00

06:37:00 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:37:01 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:01 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:01 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:01 PM      eth0  22263.00      0.00  32655.30      0.00      0.00      0.00      0.00     26.75
06:37:01 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:01 PM      eth2  59146.00   1788.00  81132.33    111.75      0.00      0.00      0.00     66.46
06:37:01 PM      eth3  46585.00    632.00  68512.71     39.50      0.00      0.00      0.00     56.13
06:37:01 PM      eth4  68959.00      0.00 101418.22      0.00      0.00      0.00      0.00     83.08
06:37:01 PM      eth5  46520.00    722.00  67871.95     45.12      0.00      0.00      0.00     55.60
06:37:01 PM     wlan0      2.00      0.00      0.78      0.00      0.00      0.00      0.00      0.00

06:37:01 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:37:02 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:02 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:02 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:02 PM      eth0  22176.00      0.00  32526.28      0.00      0.00      0.00      0.00     26.65
06:37:02 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:02 PM      eth2  59586.00   1774.00  81736.79    110.87      0.00      0.00      0.00     66.96
06:37:02 PM      eth3  46351.00    685.00  68168.56     42.81      0.00      0.00      0.00     55.84
06:37:02 PM      eth4  68154.00      0.00 100234.30      0.00      0.00      0.00      0.00     82.11
06:37:02 PM      eth5  46337.00    725.00  67604.96     45.31      0.00      0.00      0.00     55.38
06:37:02 PM     wlan0      3.00      1.00      0.12      0.04      0.00      0.00      0.00      0.00

06:37:02 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:37:03 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:03 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:03 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:03 PM      eth0  22365.00      0.00  32804.91      0.00      0.00      0.00      0.00     26.87
06:37:03 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:03 PM      eth2  60110.00   1771.00  82455.14    110.69      0.00      0.00      0.00     67.55
06:37:03 PM      eth3  46870.00    684.00  68931.86     42.75      0.00      0.00      0.00     56.47
06:37:03 PM      eth4  68003.00      0.00 100012.22      0.00      0.00      0.00      0.00     81.93
06:37:03 PM      eth5  46855.00    724.00  68360.71     45.25      0.00      0.00      0.00     56.00
06:37:03 PM     wlan0      4.00      0.00      0.18      0.00      0.00      0.00      0.00      0.00

06:37:03 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
06:37:04 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:04 PM    dummy0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:04 PM      can0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:04 PM      eth0  21861.00      0.00  32065.65      0.00      0.00      0.00      0.00     26.27
06:37:04 PM      eth1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:37:04 PM      eth2  61835.00   1804.00  84821.73    112.75      0.00      0.00      0.00     69.49
06:37:04 PM      eth3  45486.00    653.00  66896.40     40.81      0.00      0.00      0.00     54.80
06:37:04 PM      eth4  68867.00      0.00 101282.91      0.00      0.00      0.00      0.00     82.97
06:37:04 PM      eth5  45505.00    708.00  66391.08     44.25      0.00      0.00      0.00     54.39
06:37:04 PM     wlan0      4.00      0.00      0.18      0.00      0.00      0.00      0.00      0.00

