Timestamp,eth0_rx_MBps,eth0_tx_MBps,eth2_rx_MBps,eth2_tx_MBps,eth3_rx_MBps,eth3_tx_MBps,eth4_rx_MBps,eth4_tx_MBps,eth5_rx_MBps,eth5_tx_MBps
2026-04-16 18:46:22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-04-16 18:46:51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
